Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor_M_quadrado;Tipo Agregado
5223;Apartamento;Ipanema;1;0;0;35;1600.0;315.0;30.0;45.71;Apartamento
5224;Apartamento;Copacabana;3;1;1;145;5000.0;1576.0;24.0;34.48;Apartamento
5225;Apartamento;Barra da Tijuca;3;2;1;130;5000.0;2445.0;807.0;38.46;Apartamento
5230;Apartamento;Barra da Tijuca;2;2;1;168;2199.0;1600.0;0.0;13.09;Apartamento
5233;Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0;23.81;Apartamento
5239;Apartamento;Ipanema;3;1;1;105;4500.0;1427.0;239.0;42.86;Apartamento
5242;Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0;25.4;Apartamento
5243;Apartamento;Leblon;3;2;0;180;5000.0;3900.0;480.0;27.78;Apartamento
5244;Apartamento;Barra da Tijuca;3;2;1;141;4800.0;1785.0;0.0;34.04;Apartamento
5246;Apartamento;Copacabana;2;1;2;160;4000.0;1350.0;0.0;25.0;Apartamento
5249;Apartamento;Ipanema;4;2;1;160;7000.0;1750.0;0.0;43.75;Apartamento
5250;Apartamento;Ipanema;3;1;1;160;7800.0;1317.0;493.0;48.75;Apartamento
5251;Apartamento;Tijuca;2;0;0;33;1500.0;641.0;25.0;45.45;Apartamento
5255;Apartamento;Barra da Tijuca;1;1;1;67;1600.0;1641.0;358.0;23.88;Apartamento
5256;Apartamento;Copacabana;1;0;1;40;2800.0;500.0;0.0;70.0;Apartamento
5258;Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0;29.17;Apartamento
5259;Apartamento;Leblon;4;2;4;200;10500.0;2710.0;1153.0;52.5;Apartamento
5266;Apartamento;Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0;24.55;Apartamento
5267;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;0.0;28.57;Apartamento
5274;Apartamento;Botafogo;3;1;0;94;3000.0;1500.0;153.0;31.91;Apartamento
5275;Apartamento;Botafogo;3;1;1;105;5700.0;1353.0;281.0;54.29;Apartamento
5276;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;42.33;Apartamento
5277;Apartamento;Barra da Tijuca;3;2;2;216;10000.0;3809.0;1366.0;46.3;Apartamento
5278;Apartamento;Copacabana;1;1;0;50;2500.0;585.0;94.0;50.0;Apartamento
5280;Apartamento;Copacabana;1;1;0;40;2000.0;580.0;75.0;50.0;Apartamento
5283;Apartamento;Barra da Tijuca;1;1;0;40;3200.0;1680.0;0.0;80.0;Apartamento
5284;Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;341.0;47.52;Apartamento
5288;Apartamento;Barra da Tijuca;4;2;1;167;10000.0;2237.0;5700.0;59.88;Apartamento
5290;Apartamento;Leblon;2;1;2;125;10000.0;1275.0;290.0;80.0;Apartamento
5291;Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;0.0;56.74;Apartamento
5293;Apartamento;Botafogo;2;0;1;90;4500.0;940.0;189.0;50.0;Apartamento
5294;Apartamento;Barra da Tijuca;3;1;2;100;3200.0;1250.0;150.0;32.0;Apartamento
5296;Apartamento;Ipanema;3;1;1;118;5900.0;980.0;250.0;50.0;Apartamento
5297;Apartamento;Copacabana;2;0;0;80;2200.0;655.0;100.0;27.5;Apartamento
5299;Apartamento;Barra da Tijuca;4;3;4;160;6300.0;1800.0;0.0;39.38;Apartamento
5301;Apartamento;Copacabana;3;0;0;113;2300.0;1100.0;0.0;20.35;Apartamento
5302;Apartamento;Copacabana;1;0;1;40;1800.0;168.0;118.0;45.0;Apartamento
5303;Apartamento;Leblon;2;2;0;100;10000.0;1800.0;0.0;100.0;Apartamento
5305;Apartamento;Ipanema;3;1;1;176;6500.0;2500.0;350.0;36.93;Apartamento
5307;Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0;62.5;Apartamento
5309;Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1269.0;212.0;30.0;Apartamento
5316;Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;0.0;38.46;Apartamento
5317;Apartamento;Copacabana;1;0;0;50;2300.0;610.0;0.0;46.0;Apartamento
5318;Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;0.0;15.0;Apartamento
5319;Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0;55.71;Apartamento
5324;Apartamento;Flamengo;3;0;0;117;2500.0;600.0;200.0;21.37;Apartamento
5326;Apartamento;Botafogo;2;1;1;60;2500.0;1500.0;200.0;41.67;Apartamento
5330;Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;0.0;30.07;Apartamento
5339;Apartamento;Tijuca;3;2;1;125;2850.0;970.0;150.0;22.8;Apartamento
5343;Apartamento;Barra da Tijuca;3;2;3;240;5000.0;1620.0;357.0;20.83;Apartamento
5348;Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;10.83;Apartamento
5350;Apartamento;Ipanema;2;0;1;120;5500.0;1800.0;200.0;45.83;Apartamento
5351;Apartamento;Ipanema;3;1;1;170;6500.0;2554.0;0.0;38.24;Apartamento
5352;Apartamento;Flamengo;1;0;1;79;2500.0;570.0;1530.0;31.65;Apartamento
5355;Apartamento;Leblon;3;1;2;93;5000.0;1400.0;0.0;53.76;Apartamento
5356;Apartamento;Barra da Tijuca;1;1;1;45;1300.0;900.0;50.0;28.89;Apartamento
5360;Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;40.54;Apartamento
5364;Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0;47.06;Apartamento
5368;Apartamento;Barra da Tijuca;5;4;5;400;10000.0;1500.0;5000.0;25.0;Apartamento
5369;Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0;60.0;Apartamento
5370;Apartamento;Tijuca;3;1;1;170;3200.0;1100.0;180.0;18.82;Apartamento
5372;Apartamento;Leblon;3;1;0;98;3500.0;1240.0;164.0;35.71;Apartamento
5376;Apartamento;Ipanema;1;0;1;40;3300.0;470.0;102.0;82.5;Apartamento
5378;Apartamento;Tijuca;1;1;0;60;1400.0;600.0;92.0;23.33;Apartamento
5379;Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1800.0;3000.0;39.68;Apartamento
5380;Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3200.0;0.0;42.92;Apartamento
5382;Apartamento;Leblon;2;1;1;92;4500.0;1500.0;1000.0;48.91;Apartamento
5383;Apartamento;Ipanema;1;0;0;32;1300.0;645.0;99.0;40.62;Apartamento
5387;Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0;31.25;Apartamento
5389;Apartamento;Barra da Tijuca;4;3;4;266;12000.0;3700.0;692.0;45.11;Apartamento
5391;Apartamento;Barra da Tijuca;3;1;1;87;1900.0;1302.0;0.0;21.84;Apartamento
5392;Apartamento;Botafogo;2;1;2;80;4800.0;1220.0;299.0;60.0;Apartamento
5393;Apartamento;Copacabana;3;1;1;190;8500.0;1300.0;324.0;44.74;Apartamento
5396;Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;357.0;32.14;Apartamento
5397;Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;387.0;37.06;Apartamento
5401;Apartamento;Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0;30.49;Apartamento
5403;Apartamento;Barra da Tijuca;3;2;0;157;6500.0;1960.0;8982.0;41.4;Apartamento
5405;Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;35.86;Apartamento
5407;Apartamento;Ipanema;1;0;1;55;2790.0;420.0;90.0;50.73;Apartamento
5410;Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1005.0;382.0;24.0;Apartamento
5414;Apartamento;Barra da Tijuca;2;1;0;71;1600.0;1204.0;212.0;22.54;Apartamento
5418;Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0;55.0;Apartamento
5423;Apartamento;Leblon;3;1;1;150;6700.0;1900.0;3500.0;44.67;Apartamento
5427;Apartamento;Barra da Tijuca;4;2;2;115;3900.0;129880.0;358.0;33.91;Apartamento
5428;Apartamento;Barra da Tijuca;2;1;1;82;2100.0;1350.0;1100.0;25.61;Apartamento
5430;Apartamento;Copacabana;3;1;1;200;4792.0;2800.0;208.0;23.96;Apartamento
5431;Apartamento;Copacabana;2;0;0;79;3000.0;933.0;142.0;37.97;Apartamento
5432;Apartamento;Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0;22.08;Apartamento
5434;Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0;72.73;Apartamento
5435;Apartamento;Leblon;2;1;1;93;5000.0;1400.0;2500.0;53.76;Apartamento
5442;Apartamento;Tijuca;2;1;0;76;2100.0;1033.0;124.0;27.63;Apartamento
5444;Apartamento;Barra da Tijuca;1;1;0;60;2100.0;3079.0;0.0;35.0;Apartamento
5446;Apartamento;Barra da Tijuca;3;1;1;96;3000.0;1230.0;100.0;31.25;Apartamento
5449;Apartamento;Flamengo;2;0;0;80;3000.0;785.0;141.0;37.5;Apartamento
5458;Apartamento;Barra da Tijuca;4;2;2;160;3900.0;2200.0;600.0;24.38;Apartamento
5459;Apartamento;Barra da Tijuca;3;2;1;108;4500.0;1764.0;6874.0;41.67;Apartamento
5465;Apartamento;Barra da Tijuca;1;1;1;90;2350.0;1300.0;273.0;26.11;Apartamento
5472;Apartamento;Barra da Tijuca;2;2;2;75;4500.0;1930.0;0.0;60.0;Apartamento
5473;Apartamento;Copacabana;2;2;0;106;3200.0;900.0;150.0;30.19;Apartamento
5474;Apartamento;Botafogo;1;0;0;35;1300.0;439.0;23.0;37.14;Apartamento
5476;Apartamento;Ipanema;3;1;1;140;8500.0;2250.0;513.0;60.71;Apartamento
5480;Apartamento;Tijuca;4;2;1;125;2950.0;1530.0;197.0;23.6;Apartamento
5482;Apartamento;Tijuca;3;1;1;120;1800.0;1188.0;170.0;15.0;Apartamento
5483;Apartamento;Barra da Tijuca;4;3;2;263;10000.0;2589.0;62.0;38.02;Apartamento
5489;Apartamento;Barra da Tijuca;3;2;1;107;3500.0;1850.0;340.0;32.71;Apartamento
5496;Apartamento;Barra da Tijuca;3;1;0;72;2200.0;600.0;0.0;30.56;Apartamento
5498;Apartamento;Barra da Tijuca;1;0;0;65;2800.0;903.0;0.0;43.08;Apartamento
5499;Apartamento;Copacabana;3;1;1;180;5000.0;2800.0;339.0;27.78;Apartamento
5500;Apartamento;Barra da Tijuca;2;1;2;94;2200.0;950.0;240.0;23.4;Apartamento
5505;Apartamento;Tijuca;2;0;0;60;1200.0;350.0;0.0;20.0;Apartamento
5511;Apartamento;Ipanema;3;1;2;135;7000.0;1300.0;493.0;51.85;Apartamento
5513;Apartamento;Flamengo;2;1;2;87;5000.0;1400.0;435.0;57.47;Apartamento
5516;Apartamento;Barra da Tijuca;3;2;1;113;2800.0;1550.0;180.0;24.78;Apartamento
5519;Apartamento;Botafogo;2;1;1;79;4350.0;1100.0;244.0;55.06;Apartamento
5524;Apartamento;Copacabana;4;0;0;160;5500.0;1700.0;230.0;34.38;Apartamento
5528;Apartamento;Tijuca;3;0;0;90;1800.0;873.0;75.0;20.0;Apartamento
5530;Apartamento;Barra da Tijuca;1;1;0;58;1700.0;1100.0;0.0;29.31;Apartamento
5533;Apartamento;Barra da Tijuca;3;2;1;130;5500.0;1750.0;410.0;42.31;Apartamento
5534;Apartamento;Copacabana;4;1;1;274;8000.0;1746.0;7077.0;29.2;Apartamento
5536;Apartamento;Copacabana;1;0;0;42;1400.0;650.0;50.0;33.33;Apartamento
5537;Apartamento;Copacabana;2;1;1;115;4500.0;1150.0;284.0;39.13;Apartamento
5541;Apartamento;Barra da Tijuca;3;2;3;145;3700.0;1800.0;350.0;25.52;Apartamento
5542;Apartamento;Leblon;4;2;4;304;12500.0;2710.0;1154.0;41.12;Apartamento
5544;Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0;10.64;Apartamento
5547;Apartamento;Barra da Tijuca;1;1;0;65;3000.0;1603.0;0.0;46.15;Apartamento
5548;Apartamento;Leblon;3;0;3;130;13500.0;2266.0;600.0;103.85;Apartamento
5550;Apartamento;Barra da Tijuca;4;3;2;215;13700.0;3580.0;540.0;63.72;Apartamento
5551;Apartamento;Copacabana;3;1;1;130;6000.0;1000.0;0.0;46.15;Apartamento
5557;Apartamento;Flamengo;3;1;0;165;5500.0;1550.0;350.0;33.33;Apartamento
5560;Apartamento;Barra da Tijuca;4;2;1;130;3300.0;2185.0;300.0;25.38;Apartamento
5563;Apartamento;Barra da Tijuca;2;1;1;100;3000.0;800.0;0.0;30.0;Apartamento
5565;Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;58.33;Apartamento
5570;Apartamento;Tijuca;2;1;0;112;1800.0;335.0;134.0;16.07;Apartamento
5571;Apartamento;Copacabana;3;1;1;140;5000.0;1450.0;0.0;35.71;Apartamento
5572;Apartamento;Copacabana;1;0;1;35;1800.0;560.0;68.0;51.43;Apartamento
5574;Apartamento;Barra da Tijuca;4;2;0;145;3500.0;2366.0;470.0;24.14;Apartamento
5575;Apartamento;Leblon;2;1;0;68;3500.0;1000.0;130.0;51.47;Apartamento
5578;Apartamento;Leblon;3;2;1;170;8000.0;2000.0;450.0;47.06;Apartamento
5585;Apartamento;Botafogo;3;1;0;109;3000.0;1094.0;174.0;27.52;Apartamento
5586;Apartamento;Botafogo;1;0;0;37;1500.0;400.0;53.0;40.54;Apartamento
5593;Apartamento;Barra da Tijuca;3;2;1;100;2200.0;1600.0;350.0;22.0;Apartamento
5594;Apartamento;Flamengo;4;1;0;250;5300.0;2200.0;701.0;21.2;Apartamento
5598;Apartamento;Ipanema;3;1;1;127;7000.0;1048.0;294.0;55.12;Apartamento
5604;Apartamento;Copacabana;2;0;0;80;2000.0;800.0;150.0;25.0;Apartamento
5605;Apartamento;Barra da Tijuca;3;2;1;140;3000.0;2300.0;421.0;21.43;Apartamento
5606;Apartamento;Barra da Tijuca;3;2;3;120;5300.0;2500.0;783.0;44.17;Apartamento
5607;Apartamento;Leblon;3;1;2;110;13700.0;1275.0;290.0;124.55;Apartamento
5610;Apartamento;Barra da Tijuca;4;0;2;153;3515.0;2100.0;2500.0;22.97;Apartamento
5611;Apartamento;Botafogo;1;0;0;36;1300.0;616.0;57.0;36.11;Apartamento
5612;Apartamento;Barra da Tijuca;2;2;1;105;5800.0;2100.0;0.0;55.24;Apartamento
5613;Apartamento;Botafogo;3;2;1;140;5000.0;1500.0;424.0;35.71;Apartamento
5615;Apartamento;Tijuca;2;1;0;75;2000.0;590.0;75.0;26.67;Apartamento
5618;Apartamento;Barra da Tijuca;3;3;1;270;8000.0;3000.0;530.0;29.63;Apartamento
5623;Apartamento;Copacabana;1;0;0;60;2300.0;550.0;86.0;38.33;Apartamento
5625;Apartamento;Ipanema;2;1;0;108;3500.0;1149.0;3184.0;32.41;Apartamento
5627;Apartamento;Ipanema;1;1;1;74;6500.0;3561.0;465.0;87.84;Apartamento
5631;Apartamento;Barra da Tijuca;3;2;2;113;3200.0;1500.0;339.0;28.32;Apartamento
5632;Apartamento;Ipanema;2;0;0;70;2500.0;667.0;128.0;35.71;Apartamento
5634;Apartamento;Ipanema;3;1;1;156;4000.0;1500.0;252.0;25.64;Apartamento
5635;Apartamento;Tijuca;2;1;1;103;2600.0;550.0;150.0;25.24;Apartamento
5636;Apartamento;Tijuca;3;2;1;132;2800.0;1216.0;200.0;21.21;Apartamento
5638;Apartamento;Leblon;3;1;1;142;9000.0;1536.0;569.0;63.38;Apartamento
5639;Apartamento;Copacabana;2;0;0;80;3000.0;580.0;120.0;37.5;Apartamento
5646;Apartamento;Tijuca;2;0;0;70;1300.0;580.0;30.0;18.57;Apartamento
5649;Apartamento;Tijuca;1;0;0;40;1500.0;611.0;24.0;37.5;Apartamento
5650;Apartamento;Barra da Tijuca;4;3;2;300;12000.0;3550.0;1560.0;40.0;Apartamento
5651;Apartamento;Botafogo;1;1;0;40;2990.0;1020.0;183.0;74.75;Apartamento
5655;Apartamento;Barra da Tijuca;2;1;1;60;2300.0;1019.0;137.0;38.33;Apartamento
5656;Apartamento;Barra da Tijuca;2;1;1;90;2950.0;1430.0;200.0;32.78;Apartamento
5657;Apartamento;Barra da Tijuca;2;1;0;52;1200.0;470.0;200.0;23.08;Apartamento
5658;Apartamento;Ipanema;2;1;0;100;4200.0;800.0;120.0;42.0;Apartamento
5664;Apartamento;Tijuca;2;1;1;60;2200.0;694.0;47.0;36.67;Apartamento
5666;Apartamento;Barra da Tijuca;2;2;1;80;4000.0;1721.0;311.0;50.0;Apartamento
5671;Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;46.29;Apartamento
5672;Apartamento;Barra da Tijuca;4;2;1;166;7500.0;2200.0;6650.0;45.18;Apartamento
5674;Apartamento;Tijuca;2;1;1;70;2000.0;600.0;75.0;28.57;Apartamento
5675;Apartamento;Ipanema;2;1;1;77;3600.0;1360.0;0.0;46.75;Apartamento
5677;Apartamento;Barra da Tijuca;3;1;1;90;1900.0;1200.0;98.0;21.11;Apartamento
5678;Apartamento;Copacabana;3;1;0;122;2700.0;1402.0;187.0;22.13;Apartamento
5680;Apartamento;Ipanema;3;1;1;150;6000.0;1580.0;470.0;40.0;Apartamento
5686;Apartamento;Flamengo;2;1;1;70;2800.0;1350.0;220.0;40.0;Apartamento
5687;Apartamento;Ipanema;2;2;0;75;5000.0;2505.0;320.0;66.67;Apartamento
5691;Apartamento;Leblon;2;0;1;55;3750.0;1000.0;140.0;68.18;Apartamento
5692;Apartamento;Barra da Tijuca;2;1;1;75;1550.0;790.0;0.0;20.67;Apartamento
5694;Apartamento;Tijuca;2;1;0;90;2800.0;800.0;70.0;31.11;Apartamento
5695;Apartamento;Barra da Tijuca;2;1;1;85;2200.0;1150.0;255.0;25.88;Apartamento
5696;Apartamento;Botafogo;1;1;1;45;2600.0;1100.0;180.0;57.78;Apartamento
5697;Apartamento;Copacabana;3;0;1;156;2500.0;984.0;248.0;16.03;Apartamento
5701;Apartamento;Botafogo;2;1;1;89;3200.0;780.0;181.0;35.96;Apartamento
5703;Apartamento;Botafogo;1;0;0;34;1200.0;506.0;54.0;35.29;Apartamento
5705;Apartamento;Flamengo;3;1;1;140;3000.0;2500.0;370.0;21.43;Apartamento
5707;Apartamento;Botafogo;2;1;2;84;4650.0;1130.0;260.0;55.36;Apartamento
5710;Apartamento;Barra da Tijuca;1;1;0;73;1500.0;1200.0;237.0;20.55;Apartamento
5713;Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2150.0;1038.0;25.81;Apartamento
5714;Apartamento;Leblon;2;1;1;80;3600.0;1125.0;0.0;45.0;Apartamento
5716;Apartamento;Leblon;3;1;1;130;5250.0;1360.0;430.0;40.38;Apartamento
5719;Apartamento;Copacabana;2;0;0;71;2800.0;855.0;136.0;39.44;Apartamento
5720;Apartamento;Barra da Tijuca;3;0;1;98;3300.0;1100.0;90.0;33.67;Apartamento
5722;Apartamento;Flamengo;3;0;1;250;11000.0;2000.0;399.0;44.0;Apartamento
5723;Apartamento;Tijuca;1;0;0;50;1200.0;600.0;48.0;24.0;Apartamento
5724;Apartamento;Ipanema;4;3;1;175;7500.0;1550.0;0.0;42.86;Apartamento
5725;Apartamento;Copacabana;2;1;0;61;2500.0;877.0;132.0;40.98;Apartamento
5727;Apartamento;Copacabana;3;0;1;90;2350.0;1237.0;123.0;26.11;Apartamento
5730;Apartamento;Barra da Tijuca;3;0;2;212;5500.0;1200.0;682.0;25.94;Apartamento
5732;Apartamento;Leblon;4;2;2;160;7000.0;1900.0;733.0;43.75;Apartamento
5734;Apartamento;Barra da Tijuca;3;3;1;135;10000.0;2600.0;700.0;74.07;Apartamento
5736;Apartamento;Tijuca;3;2;0;126;2000.0;550.0;1100.0;15.87;Apartamento
5737;Apartamento;Barra da Tijuca;2;1;1;75;2300.0;816.0;224.0;30.67;Apartamento
5745;Apartamento;Barra da Tijuca;4;2;2;140;5500.0;1250.0;550.0;39.29;Apartamento
5749;Apartamento;Copacabana;3;2;1;156;3900.0;1650.0;2804.0;25.0;Apartamento
5754;Apartamento;Copacabana;2;0;0;64;2200.0;780.0;144.0;34.38;Apartamento
5757;Apartamento;Barra da Tijuca;3;1;1;70;1800.0;700.0;60.0;25.71;Apartamento
5758;Apartamento;Copacabana;2;1;1;115;3800.0;1150.0;235.0;33.04;Apartamento
5759;Apartamento;Barra da Tijuca;1;1;0;84;2000.0;1300.0;0.0;23.81;Apartamento
5761;Apartamento;Leblon;3;1;1;190;12500.0;3630.0;545.0;65.79;Apartamento
5764;Apartamento;Copacabana;4;1;1;150;4800.0;1907.0;263.0;32.0;Apartamento
5765;Apartamento;Leblon;2;1;0;82;3500.0;1120.0;0.0;42.68;Apartamento
5766;Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1400.0;0.0;24.44;Apartamento
5767;Apartamento;Leblon;2;0;0;75;3900.0;462.0;159.0;52.0;Apartamento
5770;Apartamento;Ipanema;3;1;0;100;6000.0;1583.0;280.0;60.0;Apartamento
5771;Apartamento;Barra da Tijuca;1;1;1;39;1500.0;439.0;0.0;38.46;Apartamento
5774;Apartamento;Ipanema;3;1;1;152;7400.0;1720.0;553.0;48.68;Apartamento
5779;Apartamento;Botafogo;3;1;1;101;5100.0;1340.0;341.0;50.5;Apartamento
5782;Apartamento;Leblon;2;1;1;82;3500.0;1120.0;389.0;42.68;Apartamento
5785;Apartamento;Copacabana;3;1;0;120;3500.0;1500.0;1200.0;29.17;Apartamento
5789;Apartamento;Leblon;3;1;0;155;7000.0;2650.0;550.0;45.16;Apartamento
5791;Apartamento;Barra da Tijuca;4;3;2;237;7000.0;3400.0;580.0;29.54;Apartamento
5792;Apartamento;Ipanema;2;0;1;86;4500.0;760.0;260.0;52.33;Apartamento
5793;Apartamento;Tijuca;3;2;1;116;3500.0;1210.0;317.0;30.17;Apartamento
5796;Apartamento;Ipanema;3;1;1;100;3000.0;1340.0;160.0;30.0;Apartamento
5797;Apartamento;Barra da Tijuca;4;2;2;140;5500.0;1800.0;700.0;39.29;Apartamento
5798;Apartamento;Copacabana;4;0;1;260;11000.0;1050.0;2322.0;42.31;Apartamento
5799;Apartamento;Tijuca;3;0;1;75;2300.0;600.0;150.0;30.67;Apartamento
5803;Apartamento;Barra da Tijuca;1;1;1;73;1300.0;1015.0;149.0;17.81;Apartamento
5804;Apartamento;Ipanema;2;1;0;80;3600.0;1200.0;0.0;45.0;Apartamento
5805;Apartamento;Ipanema;3;2;1;130;5400.0;1600.0;530.0;41.54;Apartamento
5806;Apartamento;Barra da Tijuca;2;1;1;77;1200.0;1277.0;0.0;15.58;Apartamento
5810;Apartamento;Leblon;2;1;1;70;6000.0;2055.0;230.0;85.71;Apartamento
5812;Apartamento;Leblon;2;1;0;108;5000.0;1081.0;280.0;46.3;Apartamento
5813;Apartamento;Barra da Tijuca;2;1;1;70;3000.0;1000.0;500.0;42.86;Apartamento
5815;Apartamento;Copacabana;1;0;0;28;1100.0;450.0;54.0;39.29;Apartamento
5816;Apartamento;Ipanema;3;1;1;140;7500.0;1300.0;300.0;53.57;Apartamento
5819;Apartamento;Tijuca;3;1;1;99;1800.0;710.0;0.0;18.18;Apartamento
5824;Apartamento;Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0;13.37;Apartamento
5825;Apartamento;Ipanema;2;1;0;70;3000.0;900.0;205.0;42.86;Apartamento
5829;Apartamento;Barra da Tijuca;3;2;3;170;9000.0;1600.0;547.0;52.94;Apartamento
5833;Apartamento;Barra da Tijuca;3;2;2;148;4200.0;1800.0;600.0;28.38;Apartamento
5834;Apartamento;Botafogo;2;1;0;70;2600.0;700.0;0.0;37.14;Apartamento
5836;Apartamento;Barra da Tijuca;2;2;1;90;2800.0;1000.0;100.0;31.11;Apartamento
5837;Apartamento;Barra da Tijuca;4;4;4;400;12500.0;1600.0;1500.0;31.25;Apartamento
5840;Apartamento;Botafogo;1;0;0;40;2300.0;402.0;0.0;57.5;Apartamento
5841;Apartamento;Flamengo;3;1;2;160;3900.0;900.0;220.0;24.38;Apartamento
5843;Apartamento;Barra da Tijuca;3;2;1;120;2900.0;1800.0;0.0;24.17;Apartamento
5844;Apartamento;Tijuca;3;0;1;110;2500.0;700.0;150.0;22.73;Apartamento
5845;Apartamento;Flamengo;2;0;0;75;3800.0;700.0;150.0;50.67;Apartamento
5846;Apartamento;Flamengo;4;2;1;300;5500.0;2500.0;0.0;18.33;Apartamento
5847;Apartamento;Ipanema;3;1;1;100;3300.0;1192.0;171.0;33.0;Apartamento
5848;Apartamento;Botafogo;3;1;0;115;3100.0;800.0;100.0;26.96;Apartamento
5849;Apartamento;Barra da Tijuca;2;1;1;89;3500.0;1015.0;0.0;39.33;Apartamento
5850;Apartamento;Copacabana;3;0;1;107;3100.0;780.0;210.0;28.97;Apartamento
5851;Apartamento;Barra da Tijuca;3;3;3;300;5000.0;1980.0;595.0;16.67;Apartamento
5853;Apartamento;Leblon;4;2;1;145;8500.0;1960.0;360.0;58.62;Apartamento
5855;Apartamento;Botafogo;2;1;1;64;3800.0;980.0;210.0;59.38;Apartamento
5860;Apartamento;Leblon;2;1;1;82;3300.0;1020.0;270.0;40.24;Apartamento
5862;Apartamento;Copacabana;4;1;2;230;4500.0;1400.0;250.0;19.57;Apartamento
5863;Apartamento;Botafogo;3;0;0;146;3000.0;850.0;0.0;20.55;Apartamento
5864;Apartamento;Leblon;3;3;1;166;8500.0;3500.0;500.0;51.2;Apartamento
5865;Apartamento;Barra da Tijuca;2;1;1;74;2600.0;1330.0;220.0;35.14;Apartamento
5867;Apartamento;Copacabana;2;0;0;80;2200.0;680.0;173.0;27.5;Apartamento
5869;Apartamento;Flamengo;1;0;0;30;1400.0;370.0;0.0;46.67;Apartamento
5870;Apartamento;Botafogo;1;0;0;60;2200.0;645.0;1100.0;36.67;Apartamento
5871;Apartamento;Botafogo;3;1;1;108;2800.0;1160.0;236.0;25.93;Apartamento
5875;Apartamento;Flamengo;3;1;1;152;3800.0;1338.0;0.0;25.0;Apartamento
5876;Apartamento;Botafogo;2;1;1;64;3350.0;917.0;152.0;52.34;Apartamento
5878;Apartamento;Ipanema;3;1;0;127;3800.0;1268.0;431.0;29.92;Apartamento
5881;Apartamento;Copacabana;3;1;1;140;5000.0;1400.0;200.0;35.71;Apartamento
5882;Apartamento;Tijuca;3;2;1;120;2580.0;926.0;187.0;21.5;Apartamento
5884;Apartamento;Barra da Tijuca;3;3;3;170;4900.0;1984.0;502.0;28.82;Apartamento
5886;Apartamento;Ipanema;4;2;1;222;8000.0;2600.0;721.0;36.04;Apartamento
5888;Apartamento;Barra da Tijuca;3;2;1;109;3900.0;1554.0;317.0;35.78;Apartamento
5890;Apartamento;Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0;13.37;Apartamento
5891;Apartamento;Barra da Tijuca;2;1;2;80;2400.0;1300.0;1800.0;30.0;Apartamento
5892;Apartamento;Barra da Tijuca;2;2;1;67;1950.0;740.0;60.0;29.1;Apartamento
5893;Apartamento;Barra da Tijuca;3;2;1;119;3800.0;1580.0;370.0;31.93;Apartamento
5895;Apartamento;Barra da Tijuca;3;2;3;100;3200.0;1500.0;262.0;32.0;Apartamento
5896;Apartamento;Ipanema;3;2;2;163;5500.0;2400.0;650.0;33.74;Apartamento
5897;Apartamento;Tijuca;3;1;1;81;1750.0;596.0;89.0;21.6;Apartamento
5898;Apartamento;Leblon;3;2;1;170;7200.0;2200.0;0.0;42.35;Apartamento
5904;Apartamento;Barra da Tijuca;3;2;1;220;7000.0;3300.0;810.0;31.82;Apartamento
